District_Name,Season,Crop,N kg/ha,P  kg/ha,K  kg/ha,ph,Humidity_Min,Humidity_Max,Humidity_around,Rainfall,Temp_around,Area,Production
MEDAK,Rabi       ,Groundnut,23.28786694,29.98415915,26.87604472,7.148266768,28.3,75.5,51.9,457.9,27.70290034,4469,6601
MEDAK,Kharif     ,Groundnut,15.08977861,11.28066205,22.59851288,7.334195628,11.4,38,24.7,591,29.14160803,493,393
MEDAK,Rabi       ,Groundnut,37.45401225,11.34664003,25.1463669,6.436681618,36.3,71,53.65,601.2,29.72444462,2721,4737
MEDAK,Kharif     ,Groundnut,36.36559911,17.17022999,29.69437896,6.219911927,24.3,62,43.15,562.2,28.81962895,429,549
MEDAK,Rabi       ,Groundnut,19.75467389,24.02070781,23.17520563,6.733273771,15.5,50.4,32.95,298.9,27.13824512,2246,3299
MEDAK,Kharif     ,Groundnut,38.68962461,15.07765834,28.1247685,7.380665051,32.4,67,49.7,915.2,29.36459243,362,236
MEDAK,Rabi       ,Groundnut,17.69306671,15.69816305,26.46776161,7.360262696,33.5,70.1,51.8,515.6,27.29519852,1861,3575
MEDAK,Rabi       ,Groundnut,28.9520973,18.96054778,22.06099974,6.140612657,49.3,80.5,64.9,1432,29.22707034,2000,4000
MEDAK,Kharif     ,Groundnut,26.18417756,27.88485871,29.58532403,6.135088093,63.6,87.2,75.4,909,28.07671338,169,128
MEDAK,Rabi       ,Groundnut,32.10430792,22.25928777,23.12175915,6.248016822,63.1,81.4,72.25,814.8,27.19930114,1654,3429
MEDAK,Kharif     ,Groundnut,35.77795866,21.85078393,28.21172527,5.879588575,65.1,99.5,82.3,1150.2,27.75451005,124,44
MEDAK,Rabi       ,Groundnut,16.96344565,20.32244525,25.65050512,7.213998754,56.6,93,74.8,1268.6,27.84000734,2069,3749
MEDAK,Kharif     ,Groundnut,22.35622225,26.61824872,22.00906784,6.445272736,19.2,77.3,48.25,1128.8,28.49722779,107,69
MEDAK,Rabi       ,Groundnut,26.52848719,13.30059333,25.27512789,6.389233592,13.1,57,35.05,1426.4,29.94870736,1224,1980
MEDAK,Kharif     ,Groundnut,24.20133077,22.80649417,23.39399053,5.602943312,14.2,54.2,34.2,749.8,29.51778138,30,22
MEDAK,Rabi       ,Groundnut,37.14485654,22.91964598,24.06131659,6.438297755,26.4,70.6,48.5,1146.6,29.04096235,1150,959
MEDAK,Kharif     ,Groundnut,27.21259996,11.36622822,25.99229501,7.286506552,42.4,79.2,60.8,702,28.63179148,56,50
MEDAK,Rabi       ,Groundnut,17.58753224,10.29493493,20.2161551,5.7917368,27.5,74.7,51.1,573.8,29.19755745,1399,1792
MEDAK,Kharif     ,Groundnut,28.02169621,14.1897961,26.07145331,7.192178404,28.5,63.9,46.2,903.6,28.92961669,35,31
MEDAK,Rabi       ,Groundnut,12.05487546,28.70804794,20.95603541,5.84993406,37.5,66.4,51.95,1156.6,29.05243631,771,922
NALGONDA,Kharif     ,Groundnut,22.65536059,20.93039147,26.16591332,7.203353731,71.5,86.5,79,774.6,27.80008693,42200,17900
NALGONDA,Rabi       ,Groundnut,11.62112035,15.38550378,25.66595097,6.279973866,70.4,80.3,75.35,456.6,28.97682323,11600,8400
NALGONDA,Kharif     ,Groundnut,38.3243903,15.3091519,22.38409648,6.125823261,54.8,79.9,67.35,763,27.79239101,37200,25300
NALGONDA,Rabi       ,Groundnut,26.97669222,11.96269434,29.06782158,7.210446223,81,98.3,89.65,562,28.6824666,16800,17100
NALGONDA,Kharif     ,Groundnut,32.77527299,20.8000492,26.08758431,6.203726774,62.9,84.1,73.5,1058.8,29.19011514,37769,17072
NALGONDA,Rabi       ,Groundnut,24.10442095,11.4080772,26.57647932,6.141451836,55.9,82.3,69.1,1074.6,27.14290175,10767,10164
NALGONDA,Kharif     ,Groundnut,14.92923684,25.51948122,26.07513798,6.455271428,61.8,89,75.4,1364,27.86008105,32674,18493
NALGONDA,Rabi       ,Groundnut,32.10608028,18.52660444,29.20163185,6.444186197,48.6,85,66.8,1351.4,28.39436718,12943,18923
NALGONDA,Kharif     ,Groundnut,21.36086656,21.72694205,27.39853629,7.008859366,40.6,96.8,68.7,835.6,28.89442845,20457,16263
NALGONDA,Rabi       ,Groundnut,14.2843193,27.74572538,25.48211163,6.79979897,24.3,88.7,56.5,908.2,27.79831258,13754,14084
NALGONDA,Kharif     ,Groundnut,29.23608285,27.18480019,24.22720435,6.489680938,39.9,89.5,64.7,665.8,28.05979154,20002,11761
NALGONDA,Rabi       ,Groundnut,11.40461991,22.50416868,25.55462625,6.633593803,21.9,75.3,48.6,983,29.51971382,9510,7361
NALGONDA,Kharif     ,Groundnut,34.90719818,28.80046162,21.09911016,6.810954024,47.5,75.9,61.7,780.8,29.39968826,19469,15419
NALGONDA,Rabi       ,Groundnut,27.02601483,28.1341931,24.27440042,6.413979859,26.6,90.8,58.7,669.2,29.51961321,16060,16269
NALGONDA,Kharif     ,Groundnut,18.13980057,12.31575427,25.73881831,5.845990072,34.8,70.4,52.6,1213.6,29.3101908,20950,12570
NALGONDA,Rabi       ,Groundnut,16.22466196,20.09185354,21.3480453,5.709060946,40.4,72.8,56.6,664.3,28.20317042,15810,15573
NALGONDA,Kharif     ,Groundnut,18.83118084,27.66170244,24.0767139,5.637658574,47.5,92.9,70.2,1156.4,29.53826577,18349,17450
NALGONDA,Rabi       ,Groundnut,11.48369861,21.33772506,23.98836846,6.067282904,78.2,97.6,87.9,599.6,29.09804012,16799,16631
NALGONDA,Kharif     ,Groundnut,18.72563622,11.4188667,24.47676638,6.786663756,44.3,62.6,53.45,749,27.182509,12731,8695
NALGONDA,Rabi       ,Groundnut,25.20864456,22.96367655,29.50214765,5.661422641,58.2,77.2,67.7,808.2,27.58940132,14328,14658
NALGONDA,Kharif     ,Groundnut,29.73468169,17.16117117,25.97617767,6.348485618,58.1,83.7,70.9,1183.4,27.47104783,15000,11000
NALGONDA,Rabi       ,Groundnut,24.2594865,20.23375865,25.69504685,6.709478814,58.1,76.8,67.45,442.2,29.78342331,17000,21000
NALGONDA,Kharif     ,Groundnut,19.573401,28.65304185,24.29531606,6.307126481,67.3,99.9,83.6,707.6,27.00246887,9823,8517
NALGONDA,Rabi       ,Groundnut,18.07140633,29.65413218,20.52552104,6.994468512,64.6,97.6,81.1,438.8,27.22203832,15516,17176
NALGONDA,Kharif     ,Groundnut,30.16152916,19.79892956,27.78931693,5.701821914,30.5,72.2,51.35,508.2,27.22849827,4422,2967
NALGONDA,Rabi       ,Groundnut,19.29787244,28.82536834,24.0419226,6.499682498,38.7,75.5,57.1,1083.4,28.58617604,20979,30881
NALGONDA,Kharif     ,Groundnut,14.61712585,10.98156719,20.2209466,6.653781328,44.1,79.8,61.95,252.2,29.05045937,7165,6133
NALGONDA,Rabi       ,Groundnut,28.18485292,12.68472169,24.94554754,6.289327435,35.1,51.6,43.35,404.4,28.9812305,15460,18181
NALGONDA,Kharif     ,Groundnut,23.67859859,27.41930307,26.99730294,6.473530248,14,81.3,47.65,532.8,28.37639852,5671,2926
NALGONDA,Rabi       ,Groundnut,32.42207064,25.32505552,24.92394437,6.002657318,18.3,72.5,45.4,802.4,29.41315795,12153,15896
NALGONDA,Kharif     ,Groundnut,18.40415086,16.26719107,26.76784967,6.877278452,25.3,75.3,50.3,973.6,27.12907201,5404,6669
NALGONDA,Rabi       ,Groundnut,19.9544468,12.58555589,28.34378585,7.141742643,22,88.2,55.1,815,27.54956497,16057,22223
NALGONDA,Kharif     ,Groundnut,35.06543384,18.03586168,21.16454799,6.440673142,32.4,85.4,58.9,951.4,28.98869322,2563,2732
NALGONDA,Rabi       ,Groundnut,10.85851541,12.63389344,27.78134397,6.507305228,33,66.4,49.7,322.2,27.20405075,11809,15210
NIZAMABAD,Kharif     ,Groundnut,27.21714686,13.59757958,28.49475129,7.011523538,54.6,83.8,69.2,423.4,28.89320345,300,200
NIZAMABAD,Rabi       ,Groundnut,28.93355479,16.86271224,28.24395216,6.155623253,40.1,73.6,56.85,913.2,28.54346743,8800,11400
NIZAMABAD,Kharif     ,Groundnut,21.24828952,20.99505717,20.84668235,7.116906346,43.1,71.7,57.4,500,28.17719973,300,400
NIZAMABAD,Rabi       ,Groundnut,12.68437412,24.39545705,28.27319205,6.690490524,56.7,84.5,70.6,287.2,28.42474451,14500,33800
NIZAMABAD,Kharif     ,Groundnut,25.23664277,12.32472138,25.97413661,6.808884463,46.8,98.3,72.55,300.4,27.16456681,357,407
NIZAMABAD,Rabi       ,Groundnut,25.38173475,19.3849374,21.6004334,5.756703254,79.4,95.3,87.35,595,29.84399232,11820,20070
NIZAMABAD,Kharif     ,Groundnut,25.98442237,23.74595292,23.25979093,6.875697445,44.2,77.2,60.7,722.2,29.34855125,283,198
NIZAMABAD,Rabi       ,Groundnut,22.74829024,10.03833606,27.44320026,6.936812466,60.3,99.3,79.8,615.2,29.30846176,11519,33232
NIZAMABAD,Kharif     ,Groundnut,27.22010029,28.69270933,20.67491176,5.827377733,20.3,90.5,55.4,359.6,29.62610032,239,170
NIZAMABAD,Rabi       ,Groundnut,21.06005131,15.37841776,28.17396068,6.292766348,28.5,83.2,55.85,437.4,27.61287122,7146,12420
NIZAMABAD,Kharif     ,Groundnut,16.46468314,15.70987758,21.48511954,5.995103183,16.2,60.8,38.5,614.6,28.21681668,193,108
NIZAMABAD,Rabi       ,Groundnut,15.59912726,28.38483665,24.78870839,6.227091792,27.6,66.4,47,357,28.30532625,3369,3436
NIZAMABAD,Kharif     ,Groundnut,11.94815548,17.83951338,21.8511952,5.931972564,13.1,41.7,27.4,764.8,27.58234702,163,114
NIZAMABAD,Rabi       ,Groundnut,34.39772749,18.83106568,23.81306817,6.472311276,17.6,48.5,33.05,478.6,27.92804437,2402,5789
NIZAMABAD,Kharif     ,Groundnut,27.28937418,28.61858613,24.49856855,6.914081244,59.2,80.1,69.65,497.4,28.82345382,137,102
NIZAMABAD,Rabi       ,Groundnut,17.15428317,21.57507042,27.65087837,5.624255634,73.7,90.2,81.95,304.4,27.63566633,1703,2362
NIZAMABAD,Kharif     ,Groundnut,28.54939809,28.59922173,20.18738209,5.828937242,61.7,87.3,74.5,847.1,29.96096695,60,57
NIZAMABAD,Rabi       ,Groundnut,14.57019591,25.33083389,22.48922564,5.71272155,73,91.6,82.3,773.2,27.47784179,2141,4438
NIZAMABAD,Kharif     ,Groundnut,19.37975651,12.02892954,21.99200918,6.578215648,70.2,94.3,82.25,1112.6,28.96974172,27,17
NIZAMABAD,Rabi       ,Groundnut,30.16252602,11.50866371,23.90574294,6.270853102,53.2,93.7,73.45,1095.8,29.85882217,1991,3213
NIZAMABAD,Rabi       ,Groundnut,33.9819351,27.15602326,25.2853976,5.618511299,28.7,75.4,52.05,799.6,28.89526033,3000,7000
NIZAMABAD,Kharif     ,Groundnut,22.84420938,28.04437482,26.46798495,7.366635756,23.4,63.7,43.55,897.6,27.14424305,73,63
NIZAMABAD,Rabi       ,Groundnut,37.70745755,22.74317499,26.1413905,6.556843455,32,52.9,42.45,950.4,28.94591017,2805,6331
NIZAMABAD,Kharif     ,Groundnut,27.69107241,23.10213265,25.07149885,5.757272729,27.7,73.2,50.45,708,27.33309641,8,6
NIZAMABAD,Rabi       ,Groundnut,20.27088665,16.17765254,23.42013481,6.547693121,27.1,70.1,48.6,1462.4,27.56086077,2542,3691
NIZAMABAD,Rabi       ,Groundnut,18.16889573,10.86395564,27.34153734,6.452213482,18.7,71.9,45.3,652.6,27.13646036,1466,3080
NIZAMABAD,Kharif     ,Groundnut,29.5415721,26.14014158,26.0849039,6.121902298,29.2,80.3,54.75,1074.2,27.87518885,13,15
NIZAMABAD,Rabi       ,Groundnut,16.98552187,25.40810843,27.98374043,5.897891182,34.5,60.5,47.5,969,27.79096189,1327,2225
NIZAMABAD,Rabi       ,Groundnut,22.35433991,26.94155349,25.9188173,7.197520813,70.5,96.7,83.6,1117.6,27.15512024,1199,2477
NIZAMABAD,Kharif     ,Groundnut,31.06774278,23.10998287,22.91432898,6.687803227,86,99.6,92.8,989.6,29.72779872,22,38
NIZAMABAD,Rabi       ,Groundnut,28.17640391,13.67382608,28.54998779,6.521206729,61.8,96.6,79.2,1156.6,27.30359673,861,2468
RANGAREDDI,Kharif     ,Groundnut,18.82803582,14.29745432,24.5438305,5.607883235,69.1,99.9,84.5,450.6,28.33384842,1400,700
RANGAREDDI,Rabi       ,Groundnut,38.09041957,11.00829839,25.37840198,6.05934487,31.4,93.7,62.55,748.2,28.99744062,3500,3200
RANGAREDDI,Kharif     ,Groundnut,39.82838284,26.44754861,24.67963969,6.092464702,41.5,91.7,66.6,562,27.49932107,1300,600
RANGAREDDI,Rabi       ,Groundnut,12.14861219,10.41656143,27.88252516,6.478768117,30.2,84.4,57.3,1058.8,27.98453239,7300,9400
RANGAREDDI,Kharif     ,Groundnut,17.82160906,11.72514768,24.73639334,6.989672882,39.8,95.9,67.85,1075.6,28.28659518,1445,824
RANGAREDDI,Rabi       ,Groundnut,19.98515371,15.92425346,25.50728147,6.662088617,33.1,66.5,49.8,1200.8,29.49281815,5376,6258
RANGAREDDI,Kharif     ,Groundnut,27.33581732,18.33869237,29.04247821,5.983370496,31.1,68,49.55,921.4,29.95070722,1254,900
RANGAREDDI,Rabi       ,Groundnut,18.07182724,22.09095635,23.50195796,7.037640059,23.3,73.8,48.55,1219,27.29458245,4879,7860
RANGAREDDI,Kharif     ,Groundnut,39.51279295,21.36484035,24.75190682,6.114684912,18.8,49.1,33.95,665.8,28.49576838,1241,604
RANGAREDDI,Rabi       ,Groundnut,15.54524444,21.29831741,24.7961331,5.753170789,20.5,62.4,41.45,842.2,29.4329354,6004,7367
RANGAREDDI,Kharif     ,Groundnut,37.60927349,12.47799664,21.59526948,5.694367463,33.3,99.9,66.6,871.8,29.414343,605,189
RANGAREDDI,Rabi       ,Groundnut,17.36979881,14.37073844,24.95936694,6.494628702,63.8,99.9,81.85,695.2,29.79163993,4658,6260
RANGAREDDI,Kharif     ,Groundnut,36.93276001,12.5713077,23.84207172,5.656506976,82.7,91,86.85,468.8,28.521686,502,283
RANGAREDDI,Rabi       ,Groundnut,23.93192171,21.29501021,28.47041518,6.873379461,68.2,97.5,82.85,1293.4,27.85866398,5395,6976
RANGAREDDI,Kharif     ,Groundnut,23.24244688,27.74629104,26.6748969,6.881453345,30.4,99.9,65.15,796.2,29.89195969,266,325
RANGAREDDI,Rabi       ,Groundnut,23.28786694,29.98415915,26.87604472,7.148266768,31,99.9,65.45,1183.4,27.70290034,3663,6418
RANGAREDDI,Kharif     ,Groundnut,15.08977861,11.28066205,22.59851288,7.334195628,40.4,95.5,67.95,398.2,29.14160803,150,237
RANGAREDDI,Rabi       ,Groundnut,37.45401225,11.34664003,25.1463669,6.436681618,37.2,91.6,64.4,628.4,29.72444462,4381,8122
RANGAREDDI,Kharif     ,Groundnut,36.36559911,17.17022999,29.69437896,6.219911927,24.5,78.8,51.65,1228.4,28.81962895,155,173
RANGAREDDI,Rabi       ,Groundnut,19.75467389,24.02070781,23.17520563,6.733273771,21.6,61.7,41.65,335.4,27.13824512,3801,6568
RANGAREDDI,Rabi       ,Groundnut,38.68962461,15.07765834,28.1247685,7.380665051,17.4,62.8,40.1,641.2,29.36459243,7000,14000
RANGAREDDI,Kharif     ,Groundnut,17.69306671,15.69816305,26.46776161,7.360262696,35.4,99.9,67.65,751.4,27.29519852,196,221
RANGAREDDI,Rabi       ,Groundnut,28.9520973,18.96054778,22.06099974,6.140612657,38.8,98.2,68.5,801.4,29.22707034,6895,13935
RANGAREDDI,Kharif     ,Groundnut,26.18417756,27.88485871,29.58532403,6.135088093,94.6,99.9,97.25,913.6,28.07671338,170,43
RANGAREDDI,Rabi       ,Groundnut,32.10430792,22.25928777,23.12175915,6.248016822,71,99.9,85.45,362.6,27.19930114,7221,11099
RANGAREDDI,Kharif     ,Groundnut,35.77795866,21.85078393,28.21172527,5.879588575,78.3,99.9,89.1,813.2,27.75451005,61,51
RANGAREDDI,Rabi       ,Groundnut,16.96344565,20.32244525,25.65050512,7.213998754,56.8,99.9,78.35,406.6,27.84000734,8277,9966
RANGAREDDI,Kharif     ,Groundnut,22.35622225,26.61824872,22.00906784,6.445272736,37.1,87,62.05,324.6,28.49722779,138,117
RANGAREDDI,Rabi       ,Groundnut,26.52848719,13.30059333,25.27512789,6.389233592,36.4,90.5,63.45,464.4,29.94870736,9016,17356
RANGAREDDI,Kharif     ,Groundnut,24.20133077,22.80649417,23.39399053,5.602943312,23,82.5,52.75,515,29.51778138,151,142
RANGAREDDI,Rabi       ,Groundnut,37.14485654,22.91964598,24.06131659,6.438297755,15.7,75.2,45.45,683,29.04096235,10632,17362
RANGAREDDI,Kharif     ,Groundnut,27.21259996,11.36622822,25.99229501,7.286506552,23.2,96.5,59.85,490.1,28.63179148,7,6
RANGAREDDI,Rabi       ,Groundnut,17.58753224,10.29493493,20.2161551,5.7917368,16.9,74.9,45.9,931.4,29.19755745,6172,9857
WARANGAL,Kharif     ,Groundnut,28.02169621,14.1897961,26.07145331,7.192178404,17.1,52.4,34.75,561,28.92961669,29500,20500
WARANGAL,Rabi       ,Groundnut,12.05487546,28.70804794,20.95603541,5.84993406,22.9,62.3,42.6,457.9,29.05243631,35700,29700
WARANGAL,Kharif     ,Groundnut,22.65536059,20.93039147,26.16591332,7.203353731,41,87.3,64.15,457.9,27.80008693,28100,28500
WARANGAL,Rabi       ,Groundnut,11.62112035,15.38550378,25.66595097,6.279973866,44.4,75.6,60,516.8,28.97682323,31300,34100
WARANGAL,Kharif     ,Groundnut,38.3243903,15.3091519,22.38409648,6.125823261,52.9,83.2,68.05,456.8,27.79239101,24592,22625
WARANGAL,Rabi       ,Groundnut,26.97669222,11.96269434,29.06782158,7.210446223,86.1,100,93.05,591,28.6824666,27956,27257
WARANGAL,Kharif     ,Groundnut,32.77527299,20.8000492,26.08758431,6.203726774,70.3,91.5,80.9,379.4,29.19011514,24455,22401
WARANGAL,Rabi       ,Groundnut,24.10442095,11.4080772,26.57647932,6.141451836,69,100,84.5,423,27.14290175,24350,36622
WARANGAL,Kharif     ,Groundnut,14.92923684,25.51948122,26.07513798,6.455271428,59.8,93.8,76.8,471.8,27.86008105,20696,22124
WARANGAL,Rabi       ,Groundnut,32.10608028,18.52660444,29.20163185,6.444186197,47.2,100,73.6,577.4,28.39436718,24636,26065
WARANGAL,Kharif     ,Groundnut,21.36086656,21.72694205,27.39853629,7.008859366,26.2,77.7,51.95,654.8,28.89442845,17499,15014
WARANGAL,Rabi       ,Groundnut,14.2843193,27.74572538,25.48211163,6.79979897,18.1,69,43.55,773.2,27.79831258,22832,23220
WARANGAL,Kharif     ,Groundnut,29.23608285,27.18480019,24.22720435,6.489680938,13.3,51.8,32.55,324,28.05979154,16791,14407
WARANGAL,Rabi       ,Groundnut,11.40461991,22.50416868,25.55462625,6.633593803,8.3,40.4,24.35,1075.6,29.51971382,28264,43866
WARANGAL,Kharif     ,Groundnut,34.90719818,28.80046162,21.09911016,6.810954024,22.4,43.4,32.9,1016.8,29.39968826,12246,13605
WARANGAL,Rabi       ,Groundnut,27.02601483,28.1341931,24.27440042,6.413979859,18.1,38.2,28.15,918.4,29.51961321,32607,38052
WARANGAL,Kharif     ,Groundnut,18.13980057,12.31575427,25.73881831,5.845990072,23.6,52.4,38,578.6,29.3101908,10915,11122
WARANGAL,Rabi       ,Groundnut,16.22466196,20.09185354,21.3480453,5.709060946,34.2,77.5,55.85,665.8,28.20317042,31213,50347
WARANGAL,Kharif     ,Groundnut,18.83118084,27.66170244,24.0767139,5.637658574,36.7,64.3,50.5,1105.8,29.53826577,9380,11050
WARANGAL,Rabi       ,Groundnut,11.48369861,21.33772506,23.98836846,6.067282904,73,94.6,83.8,859.4,29.09804012,28090,40590
WARANGAL,Kharif     ,Groundnut,18.72563622,11.4188667,24.47676638,6.786663756,44.7,66.5,55.6,781.5,27.182509,10000,13000
WARANGAL,Rabi       ,Groundnut,25.20864456,22.96367655,29.50214765,5.661422641,48.4,65.7,57.05,781.5,27.58940132,27000,43000
WARANGAL,Kharif     ,Groundnut,29.73468169,17.16117117,25.97617767,6.348485618,74.8,96,85.4,1285.6,27.47104783,7524,11459
WARANGAL,Rabi       ,Groundnut,24.2594865,20.23375865,25.69504685,6.709478814,45.6,85.1,65.35,1168.6,29.78342331,26955,42885
WARANGAL,Kharif     ,Groundnut,19.573401,28.65304185,24.29531606,6.307126481,39.1,78.8,58.95,1057.8,27.00246887,6793,9157
WARANGAL,Rabi       ,Groundnut,18.07140633,29.65413218,20.52552104,6.994468512,30.7,87.8,59.25,1293.4,27.22203832,27838,43956
WARANGAL,Kharif     ,Groundnut,30.16152916,19.79892956,27.78931693,5.701821914,28.8,88.1,58.45,664.4,27.22849827,3923,7003
WARANGAL,Rabi       ,Groundnut,19.29787244,28.82536834,24.0419226,6.499682498,13.8,68.2,41,881,28.58617604,25742,44740
WARANGAL,Kharif     ,Groundnut,14.61712585,10.98156719,20.2209466,6.653781328,23,74.9,48.95,1168.8,29.05045937,2907,8285
WARANGAL,Rabi       ,Groundnut,28.18485292,12.68472169,24.94554754,6.289327435,9.8,74.2,42,1232,28.9812305,18902,35838
WARANGAL,Kharif     ,Groundnut,23.67859859,27.41930307,26.99730294,6.473530248,14.8,90.1,52.45,707.6,28.37639852,3896,9043
WARANGAL,Rabi       ,Groundnut,32.42207064,25.32505552,24.92394437,6.002657318,42.3,91.2,66.75,469.2,29.41315795,26041,44426
WARANGAL,Kharif     ,Groundnut,18.40415086,16.26719107,26.76784967,6.877278452,28.5,75.8,52.15,1191.4,27.12907201,3064,6771
WARANGAL,Rabi       ,Groundnut,19.9544468,12.58555589,28.34378585,7.141742643,25.7,71.3,48.5,1145,27.54956497,19768,34752
ADILABAD,Rabi       ,Horse-gram,11.95682546,24.6102882,12.27492038,6.806825794,27.4,48.8,38.1,808.2,27.64246407,3200,300
ADILABAD,Rabi       ,Horse-gram,11.51627149,25.32178013,12.6849015,6.061739862,47,88.6,67.8,432.6,26.52343773,3200,600
ADILABAD,Rabi       ,Horse-gram,12.06755861,24.96709441,12.23253876,6.356690182,27.1,45.2,36.15,495.6,29.77979691,2298,894
ADILABAD,Rabi       ,Horse-gram,11.56356064,25.0277954,12.31296273,6.262755444,26.3,47.2,36.75,1236,25.0573381,2012,394
ADILABAD,Kharif     ,Horse-gram,12.32347169,24.82813145,12.75525313,7.276053817,23,67.2,45.1,498.2,25.47628883,82,30
ADILABAD,Rabi       ,Horse-gram,11.23415027,25.37119312,11.8485292,6.907831004,23.4,59.1,41.25,802.4,26.3908447,3088,1019
ADILABAD,Kharif     ,Horse-gram,11.25575931,24.72928498,12.66343835,6.23077359,59.6,82.2,70.9,655.4,29.98672848,17,6
ADILABAD,Rabi       ,Horse-gram,11.82027863,24.91848949,12.83976485,7.428666567,82.9,91.8,87.35,780.2,28.07048025,1176,149
ADILABAD,Kharif     ,Horse-gram,11.75035315,25.18691082,11.63601562,6.172271069,76.5,91,83.75,423.4,28.5646704,10,5
ADILABAD,Rabi       ,Horse-gram,11.41581284,24.56862831,11.6999751,6.305683948,56,86.8,71.4,870.8,26.06311385,1839,600
ADILABAD,Kharif     ,Horse-gram,12.47595766,25.10828938,12.11577921,6.2505319,20.9,76.3,48.6,291,28.19733373,10,5
ADILABAD,Rabi       ,Horse-gram,12.00081555,24.92083775,12.46492841,6.554391003,11.5,71.2,41.35,212.4,29.13103714,1806,585
ADILABAD,Rabi       ,Horse-gram,11.08980373,24.66084192,12.02899224,7.058454812,13.7,61.9,37.8,632.8,25.24778497,859,221
ADILABAD,Kharif     ,Horse-gram,12.3880683,25.02417841,11.65833413,6.237530661,39.4,69.7,54.55,433.4,27.4309165,239,109
ADILABAD,Rabi       ,Horse-gram,11.89797872,24.94407884,11.95863809,7.048057617,15.8,54.3,35.05,578.8,26.78451609,1065,305
ADILABAD,Rabi       ,Horse-gram,12.39182707,24.52642004,12.72417054,6.074986989,38.2,60.6,49.4,356.6,29.92004634,1000,1000
ADILABAD,Rabi       ,Horse-gram,11.95007879,25.14274933,11.57727195,6.467516318,63.5,99.9,81.7,437,26.03680142,1166,487
ADILABAD,Rabi       ,Horse-gram,11.80703431,25.24412114,12.69496624,7.127346657,84,98.3,91.15,489.6,27.46803288,335,99
ADILABAD,Rabi       ,Horse-gram,12.52159705,24.97680117,12.08972981,6.156042415,88.4,97.3,92.85,266.6,28.57300575,317,128
ADILABAD,Rabi       ,Horse-gram,12.17890253,25.30562284,12.53849173,7.511353153,30.5,75,52.75,666.8,28.61655268,29,4
ADILABAD,Rabi       ,Horse-gram,11.65380398,24.99762222,12.20858276,7.034893028,39.2,77.1,58.15,1148.4,29.54317651,25,12
ADILABAD,Rabi       ,Horse-gram,11.95743367,25.0720865,12.64441528,7.457608217,11.4,38,24.7,849.4,27.58616679,65,25
KARIMNAGAR,Rabi       ,Horse-gram,12.03562897,24.71728125,11.8434025,6.065213315,18,43.6,30.8,1027.4,28.37619613,1300,300
KARIMNAGAR,Rabi       ,Horse-gram,11.48684534,25.1753084,11.69306291,7.45951307,15.3,41.3,28.3,538.2,26.06835765,1400,300
KARIMNAGAR,Kharif     ,Horse-gram,11.66907183,25.13040028,12.2527109,7.515707624,43.9,66,54.95,1110.8,25.62417792,63,17
KARIMNAGAR,Rabi       ,Horse-gram,11.72879058,25.33250481,11.83892572,6.299458518,46.6,70.3,58.45,1099.8,27.64158442,1378,492
KARIMNAGAR,Kharif     ,Horse-gram,12.19121997,25.46152452,12.16926701,6.190204148,70.6,88.2,79.4,662.6,29.03266405,1,
KARIMNAGAR,Rabi       ,Horse-gram,12.22196812,24.60724258,11.63086895,6.984452719,70.9,97.3,84.1,721,26.46930049,1051,206
KARIMNAGAR,Rabi       ,Horse-gram,12.31617874,24.65205034,12.9911934,6.895095734,65.5,97.6,81.55,398,25.96570275,1157,382
KARIMNAGAR,Rabi       ,Horse-gram,11.88283598,24.91811596,11.69207028,7.577508759,30.3,69.4,49.85,1054,29.62257722,1407,179
KARIMNAGAR,Rabi       ,Horse-gram,12.33795034,25.45893079,12.4365288,7.170791221,11.8,28.2,20,644.2,26.81947573,1877,612
KARIMNAGAR,Rabi       ,Horse-gram,12.07206935,25.1090331,12.99114327,6.658031035,11.7,40,25.85,1074.6,25.85893591,1718,557
KARIMNAGAR,Rabi       ,Horse-gram,11.7167736,24.85361653,11.95621026,7.593162422,25,99.9,62.45,1311.8,27.71675317,1651,424
KARIMNAGAR,Rabi       ,Horse-gram,11.89127029,24.91824288,12.14082946,7.356676191,73,99.9,86.45,908.2,26.7603312,1242,355
KARIMNAGAR,Rabi       ,Horse-gram,12.13343126,25.18994497,11.95979264,6.96743809,84.6,97.7,91.15,959.2,25.20409144,918,384
KARIMNAGAR,Rabi       ,Horse-gram,12.15478326,25.47952249,11.80225506,7.297213725,42.7,96.2,69.45,637,26.07447176,55,16
KARIMNAGAR,Rabi       ,Horse-gram,11.90345451,24.50016649,12.39826658,6.82306521,20,58.6,39.3,551.2,25.74400134,48,19
KARIMNAGAR,Rabi       ,Horse-gram,12.41924069,24.6797986,12.47105816,7.280523179,28.1,67.9,48,1318.6,25.07098066,2,
KARIMNAGAR,Rabi       ,Horse-gram,11.74913181,24.83547389,11.81157676,7.395750062,18.1,43.4,30.75,808.2,27.63325583,4,2
KHAMMAM,Kharif     ,Horse-gram,11.06890244,24.56819961,12.11133212,7.411760389,19.2,61.5,40.35,954.1,27.15085496,200,100
KHAMMAM,Rabi       ,Horse-gram,12.23245123,25.32369794,11.58837914,6.534787256,61.6,92.8,77.2,1216.8,27.28239802,1300,800
KHAMMAM,Rabi       ,Horse-gram,11.32583801,25.4034632,12.82729663,6.732532194,62.6,98.3,80.45,252.2,29.28743625,1000,400
